python-markupsafe 2.1.3-1
python-netifaces 0.11.0-4
python-oauthlib 3.2.2-2
python-ply 3.11-12
python-psutil 5.9.5-1
python-pycparser 2.21-5
python-pycups 2.0.1-6
python-pycurl 7.45.2-3
python-pyparted 3.13.0-1
python-pyrsistent 0.19.3-3
python-pyserial 3.5-5
python-pyxdg 0.28-2
python-referencing 0.30.2-1
python-requests 2.28.2-4
python-rpds-py 0.9.2-1
python-simple-term-menu 1.6.1-2
python-six 1.16.0-8
python-typing_extensions 4.7.1-1
python-urllib3 1.26.15-1
python-xcffib 1.2.0-2
python-yaml 6.0.1-2
qalculate-gtk 4.7.0-1
qca-qt5 2.3.7-1
qemu-guest-agent 8.0.4-2
qpdf 11.5.0-1
qt5-base 5.15.10+kde+r147-1
qt5-declarative 5.15.10+kde+r29-1
qt5-graphicaleffects 5.15.10-1
qt5-multimedia 5.15.10+kde+r3-1
qt5-quickcontrols 5.15.10-1
qt5-quickcontrols2 5.15.10+kde+r6-1
qt5-speech 5.15.10+kde+r1-1
qt5-svg 5.15.10+kde+r8-1
qt5-translations 5.15.10-1
qt5-wayland 5.15.10+kde+r52-1
qt5-x11extras 5.15.10-1
qt5-xmlpatterns 5.15.10-1
qt5ct 1.7-1
qtile 0.22.1-4
qtile-extras 0.22.1-2
rav1e 0.6.6-1
readline 8.2.001-2
reddio 0.52-1
refind 0.14.0.2-1
reflector 2023-1
reiserfsprogs 3.6.27-4
rhash 1.4.3-1
ripgrep 13.0.0-3
rofi 1.7.5-2
rp-pppoe 3.15-2
rpcbind 1.2.6-3
rsync 3.2.7-4
rtkit 0.13-2
rubberband 3.3.0-1
run-parts 5.5-1
rxvt-unicode-terminfo 9.31-4
screen 4.9.0-1
sddm 0.20.0-2
sdl2 2.28.2-1
sdparm 1.12-1
seatd 0.8.0-1
sed 4.9-3
sg3_utils 1.47-1
shaderc 2023.4-1
shadow 4.13-2
shared-mime-info 2.2+13+ga2ffb28-1
shell-color-scripts 1.1.r113.576735c-1
shellcheck 0.9.0-46
slang 2.3.3-2
slock 1.5-1
slop 7.6-3
smartmontools 7.4-1
snapd 2.60-1
snapd-glib 1.63-1
sof-firmware 2.2.6-1
solid 5.109.0-1
sonnet 5.109.0-1
sound-theme-freedesktop 0.8-5
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.2-1
spice-protocol 0.14.4-1
spirv-tools 2022.4-1
sqlite 3.42.0-1
squashfs-tools 4.6.1-1
srt 1.5.2-1
sshfs 3.7.3-1
starship 1.16.0-1
startup-notification 0.12-8
stoken 0.92-4
sudo 1.9.14.p3-1
svt-av1 1.6.0-1
sweet-gtk-theme-dark 3.0-1
sweet-kvantum-theme-git r327.8bb5040-1
sxiv 26-1
syndication 5.109.0-1
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
system-config-printer 1.5.18-2
systemd 254.1-1
systemd-libs 254.1-1
systemd-resolvconf 254.1-1
systemd-sysvcompat 254.1-1
taglib 1.13.1-1
talloc 2.4.1-1
tar 1.35-1
tcl 8.6.13-1
tcpdump 4.99.4-1
tdb 1.4.9-1
terminus-font 4.49.1-5
testdisk 7.1-5
texinfo 7.0.3-1
thin-provisioning-tools 1.0.6-1
timidity++ 2.15.0-10
tmux 3.3_a-7
tpm2-tss 4.0.1-1
tracker3 3.5.3-2
translate-shell 0.9.7.1-1
tree-sitter 0.20.10-1
tslib 1.22-1
ttf-hack 3.003-6
ttf-hack-nerd 3.0.2-1
ttf-jetbrains-mono 2.304-1
ttf-jetbrains-mono-nerd 3.0.2-1
ttf-joypixels 7.0.0-1
ttf-mononoki-nerd 3.0.2-1
ttf-ms-fonts 2.0-12
ttf-noto-nerd 3.0.2-1
ttf-ubuntu-font-family 1:0.83-1
ttf-ubuntu-mono-nerd 3.0.2-1
ttf-ubuntu-nerd 3.0.2-1
tzdata 2023c-2
uchardet 0.0.8-1
udftools 2.3-1
udisks2 2.9.4-4
unibilium 2.1.1-1
upower 1.90.2-1
uriparser 0.9.7-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-3
usbutils 015-3
util-linux 2.39.2-1
util-linux-libs 2.39.2-1
v4l-utils 1.24.1-2
vid.stab 1.1.1-1
vim 9.0.1736-1
vim-runtime 9.0.1736-1
virtualbox-guest-utils-nox 7.0.10-2
vlc 3.0.18-13
vmaf 2.3.1-1
volume_key 0.3.12-8
vpnc 1:0.5.3.r526.r213-1
vulkan-icd-loader 1.3.255-1
wayland 1.22.0-1
wayland-protocols 1.32-1
webkit2gtk 2.40.5-1
webrtc-audio-processing 0.3.1-4
wezterm-terminfo 20230712.072601.f4abf8fd-1
wget 1.21.4-1
which 2.21-6
wildmidi 0.4.5-2
wireless-regdb 2023.05.03-1
wireless_tools 30.pre9-3
wlroots0.15 0.15.1-2
woff2 1.0.2-4
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wvdial 1.61-8
wvstreams 4.6.1-20
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xbitmaps 1.1.3-1
xcb-proto 1.16.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xclip 0.13-4
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.16.0-3
xdg-desktop-portal-kde 5.27.7-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+45+g301a1a4-1
xdotool 3.20211022.1-1
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.3.0-1
xf86-input-synaptics 1.9.2-1
xf86-input-vmmouse 13.2.0-1
xf86-input-void 1.4.2-1
xf86-input-wacom 1.2.0-1
xf86-video-amdgpu 23.0.0-1
xf86-video-intel 1:2.99.917+923+gb74b67f0-1
xf86-video-nouveau 1.0.17-2
xf86-video-openchrome 0.6.0.r798.g0c75274-2
xf86-video-qxl 0.1.6-1
xf86-video-vmware 13.4.0-1
xfsprogs 6.4.0-1
xkeyboard-config 2.39-1
xl2tpd 1.3.18-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.8-2
xorg-server-common 21.1.8-2
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.2-1
xorg-xkbcomp 1.4.6-1
xorg-xkill 1.0.6-1
xorg-xmessage 1.0.6-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorgproto 2023.2-1
xplc 0.3.13-10
xterm 384-1
xvidcore 1.3.7-2
xwallpaper 0.7.4-1
xxhash 0.8.2-1
xz 5.4.4-1
yad 13.0-1
yaml-cpp 0.7.0-2
youtube-dl 2021.12.17-2
zeromq 4.3.4-4
zimg 3.0.5-1
zlib 1:1.2.13-3
zsh 5.9-4
zstd 1.5.5-1
